T14,Gross domestic product and gross domestic product per capita,,,,,
608,Philippines,2010,GDP in current prices (millions of US dollars),"208,369",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2015,GDP in current prices (millions of US dollars),"306,446",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2018,GDP in current prices (millions of US dollars),"346,842",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2019,GDP in current prices (millions of US dollars),"376,823",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2020,GDP in current prices (millions of US dollars),"361,489",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,1995,GDP per capita (US dollars),"1,213",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2005,GDP per capita (US dollars),"1,244",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2010,GDP per capita (US dollars),"2,217",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2015,GDP per capita (US dollars),"3,001",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2018,GDP per capita (US dollars),"3,252",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2019,GDP per capita (US dollars),"3,485",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2020,GDP per capita (US dollars),"3,299",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,1995,GDP in constant 2010 prices (millions of US dollars),"119,492",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2005,GDP in constant 2010 prices (millions of US dollars),"179,366",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2010,GDP in constant 2010 prices (millions of US dollars),"228,622",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2015,GDP in constant 2010 prices (millions of US dollars),"306,446",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2018,GDP in constant 2010 prices (millions of US dollars),"373,379",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2019,GDP in constant 2010 prices (millions of US dollars),"396,224",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2020,GDP in constant 2010 prices (millions of US dollars),"358,294",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,1995,GDP real rates of growth (percent),4.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2005,GDP real rates of growth (percent),4.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2010,GDP real rates of growth (percent),7.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2015,GDP real rates of growth (percent),6.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2018,GDP real rates of growth (percent),6.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2019,GDP real rates of growth (percent),6.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
608,Philippines,2020,GDP real rates of growth (percent),-9.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,1995,GDP in current prices (millions of US dollars),"142,294",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2005,GDP in current prices (millions of US dollars),"306,146",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2010,GDP in current prices (millions of US dollars),"479,834",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2015,GDP in current prices (millions of US dollars),"477,812",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2018,GDP in current prices (millions of US dollars),"587,409",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2019,GDP in current prices (millions of US dollars),"597,284",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2020,GDP in current prices (millions of US dollars),"596,618",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,1995,GDP per capita (US dollars),"3,700",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2005,GDP per capita (US dollars),"7,979",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2010,GDP per capita (US dollars),"12,519",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2015,GDP per capita (US dollars),"12,563",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2018,GDP per capita (US dollars),"15,490",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2019,GDP per capita (US dollars),"15,765",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2020,GDP per capita (US dollars),"15,764",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,1995,GDP in constant 2010 prices (millions of US dollars),"217,604",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2005,GDP in constant 2010 prices (millions of US dollars),"327,056",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2010,GDP in constant 2010 prices (millions of US dollars),"413,089",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2015,GDP in constant 2010 prices (millions of US dollars),"477,812",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
616,Poland,2018,GDP in constant 2010 prices (millions of US dollars),"544,289",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
