T27,CO2 emission estimates,,,,,
788,Tunisia,2019,Emissions per capita (metric tons of carbon dioxide),2.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,1975,Emissions (thousand metric tons of carbon dioxide),"63,126",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,1985,Emissions (thousand metric tons of carbon dioxide),"99,857",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2005,Emissions (thousand metric tons of carbon dioxide),"220,018",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2010,Emissions (thousand metric tons of carbon dioxide),"272,306",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2015,Emissions (thousand metric tons of carbon dioxide),"322,947",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2017,Emissions (thousand metric tons of carbon dioxide),"382,806",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2018,Emissions (thousand metric tons of carbon dioxide),"378,591",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2019,Emissions (thousand metric tons of carbon dioxide),"370,198",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,1975,Emissions per capita (metric tons of carbon dioxide),1.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,1985,Emissions per capita (metric tons of carbon dioxide),1.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2005,Emissions per capita (metric tons of carbon dioxide),3.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2010,Emissions per capita (metric tons of carbon dioxide),3.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2015,Emissions per capita (metric tons of carbon dioxide),4.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2017,Emissions per capita (metric tons of carbon dioxide),4.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2018,Emissions per capita (metric tons of carbon dioxide),4.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
792,Türkiye,2019,Emissions per capita (metric tons of carbon dioxide),4.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2005,Emissions (thousand metric tons of carbon dioxide),"48,402",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2010,Emissions (thousand metric tons of carbon dioxide),"57,228",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2015,Emissions (thousand metric tons of carbon dioxide),"69,475",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2017,Emissions (thousand metric tons of carbon dioxide),"69,369",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2018,Emissions (thousand metric tons of carbon dioxide),"69,504",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2019,Emissions (thousand metric tons of carbon dioxide),"69,582",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2005,Emissions per capita (metric tons of carbon dioxide),10.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2010,Emissions per capita (metric tons of carbon dioxide),11.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2015,Emissions per capita (metric tons of carbon dioxide),12.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2017,Emissions per capita (metric tons of carbon dioxide),12.0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2018,Emissions per capita (metric tons of carbon dioxide),11.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
795,Turkmenistan,2019,Emissions per capita (metric tons of carbon dioxide),11.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2005,Emissions (thousand metric tons of carbon dioxide),"292,530",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2010,Emissions (thousand metric tons of carbon dioxide),"268,049",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2015,Emissions (thousand metric tons of carbon dioxide),"189,040",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2017,Emissions (thousand metric tons of carbon dioxide),"172,964",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2018,Emissions (thousand metric tons of carbon dioxide),"183,581",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2019,Emissions (thousand metric tons of carbon dioxide),"172,311",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2005,Emissions per capita (metric tons of carbon dioxide),6.2,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2010,Emissions per capita (metric tons of carbon dioxide),5.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2015,Emissions per capita (metric tons of carbon dioxide),4.2,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2017,Emissions per capita (metric tons of carbon dioxide),3.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2018,Emissions per capita (metric tons of carbon dioxide),4.1,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
804,Ukraine,2019,Emissions per capita (metric tons of carbon dioxide),3.8,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,1975,Emissions (thousand metric tons of carbon dioxide),"4,962",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,1985,Emissions (thousand metric tons of carbon dioxide),"35,879",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,2005,Emissions (thousand metric tons of carbon dioxide),"111,903",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,2010,Emissions (thousand metric tons of carbon dioxide),"155,599",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,2015,Emissions (thousand metric tons of carbon dioxide),"187,304",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,2017,Emissions (thousand metric tons of carbon dioxide),"188,540",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,2018,Emissions (thousand metric tons of carbon dioxide),"167,555",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,2019,Emissions (thousand metric tons of carbon dioxide),"179,233",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,1975,Emissions per capita (metric tons of carbon dioxide),9.0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,1985,Emissions per capita (metric tons of carbon dioxide),26.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,2005,Emissions per capita (metric tons of carbon dioxide),24.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
784,United Arab Emirates,2010,Emissions per capita (metric tons of carbon dioxide),18.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
